idx,AirQualityStation,img_path,s5p_path,date,NO2
1849,goulburn,goulburn/S2B_MSIL2A_20200204T000239_N0500_R030_T55HGB_20230503T003706.npy,goulburn/S5P_OFFL_L2__NO2____20200204.nc,4/02/2020,7.527198364
1850,goulburn,goulburn/S2B_MSIL2A_20201120T000239_N0500_R030_T55HGB_20230304T083125.npy,goulburn/S5P_RPRO_L2__NO2____20201120.nc,20/11/2020,5.645398773
1851,goulburn,goulburn/S2B_MSIL2A_20211006T000239_N0500_R030_T55HGB_20230111T150222.npy,goulburn/S5P_RPRO_L2__NO2____20211006.nc,6/10/2021,3.763599182
1852,goulburn,goulburn/S2B_MSIL2A_20210529T000239_N0500_R030_T55HGB_20230207T215958.npy,goulburn/S5P_OFFL_L2__NO2____20210529.nc,29/05/2021,15.05439673
1853,goulburn,goulburn/S2A_MSIL2A_20210911T000241_N0500_R030_T55HGB_20230114T151656.npy,goulburn/S5P_OFFL_L2__NO2____20210911.nc,11/09/2021,5.645398773
1854,goulburn,goulburn/S2A_MSIL2A_20210404T000241_N0500_R030_T55HGB_20230513T053403.npy,goulburn/S5P_RPRO_L2__NO2____20210404.nc,4/04/2021,7.527198364
1855,goulburn,goulburn/S2A_MSIL2A_20211230T000241_N0500_R030_T55HGB_20221227T173346.npy,goulburn/S5P_RPRO_L2__NO2____20211230.nc,30/12/2021,3.763599182
1856,goulburn,goulburn/S2A_MSIL2A_20211230T000241_N0500_R030_T55HGB_20221227T173346.npy,goulburn/S5P_OFFL_L2__NO2____20211230.nc,30/12/2021,3.763599182
1857,merriwa,merriwa/S2B_MSIL2A_20210906T000239_N0500_R030_T56HKK_20230118T212701.npy,merriwa/S5P_RPRO_L2__NO2____20210906.nc,6/09/2021,1.881799591
1858,merriwa,merriwa/S2A_MSIL2A_20220320T000241_N0400_R030_T56HKK_20220320T021130.npy,merriwa/S5P_OFFL_L2__NO2____20220320.nc,20/03/2022,11.29079755
1859,merriwa,merriwa/S2B_MSIL2A_20211225T000239_N0500_R030_T56HKK_20221227T133423.npy,merriwa/S5P_OFFL_L2__NO2____20211225.nc,25/12/2021,3.763599182
1860,merriwa,merriwa/S2B_MSIL2A_20211225T000239_N0500_R030_T56HKK_20221227T133423.npy,merriwa/S5P_RPRO_L2__NO2____20211225.nc,25/12/2021,3.763599182
1861,merriwa,merriwa/S2A_MSIL2A_20210414T000231_N0500_R030_T56HKK_20230514T025658.npy,merriwa/S5P_RPRO_L2__NO2____20210414.nc,14/04/2021,0
1862,merriwa,merriwa/S2A_MSIL2A_20210911T000241_N0500_R030_T56HKK_20230114T151656.npy,merriwa/S5P_RPRO_L2__NO2____20210911.nc,11/09/2021,1.881799591
1863,merriwa,merriwa/S2B_MSIL2A_20201011T000249_N0500_R030_T56HKK_20230307T171207.npy,merriwa/S5P_RPRO_L2__NO2____20201011.nc,11/10/2020,0
1864,merriwa,merriwa/S2A_MSIL2A_20201125T000241_N0500_R030_T56HKK_20230304T053700.npy,merriwa/S5P_RPRO_L2__NO2____20201125.nc,25/11/2020,16.93619632
1865,merriwa,merriwa/S2B_MSIL2A_20210429T000239_N0500_R030_T56HKK_20230511T204921.npy,merriwa/S5P_RPRO_L2__NO2____20210429.nc,29/04/2021,16.93619632
1866,merriwa,merriwa/S2B_MSIL2A_20230519T000229_N0509_R030_T56HKK_20230519T025302.npy,merriwa/S5P_OFFL_L2__NO2____20230519.nc,19/05/2023,1.881799591
1867,muswellbrook,muswellbrook/S2B_MSIL2A_20220822T000219_N0400_R030_T56HKK_20220822T013858.npy,muswellbrook/S5P_OFFL_L2__NO2____20220822.nc,22/08/2022,11.29079755
1868,muswellbrook,muswellbrook/S2B_MSIL2A_20210906T000239_N0500_R030_T56HKK_20230118T212701.npy,muswellbrook/S5P_OFFL_L2__NO2____20210906.nc,6/09/2021,9.408997955
1869,muswellbrook,muswellbrook/S2A_MSIL2A_20200110T000231_N0500_R030_T56HKK_20230427T182712.npy,muswellbrook/S5P_RPRO_L2__NO2____20200110.nc,10/01/2020,15.05439673
1870,muswellbrook,muswellbrook/S2A_MSIL2A_20210414T000231_N0500_R030_T56HKK_20230514T025658.npy,muswellbrook/S5P_RPRO_L2__NO2____20210414.nc,14/04/2021,13.17259714
1871,muswellbrook,muswellbrook/S2B_MSIL2A_20191216T000239_N0500_R030_T56HKK_20230607T232143.npy,muswellbrook/S5P_OFFL_L2__NO2____20191216.nc,16/12/2019,16.93619632
1872,muswellbrook,muswellbrook/S2B_MSIL2A_20190729T000249_N0500_R030_T56HKK_20230510T123548.npy,muswellbrook/S5P_RPRO_L2__NO2____20190729.nc,29/07/2019,22.58159509
1873,muswellbrook,muswellbrook/S2A_MSIL2A_20210802T000241_N0500_R030_T56HKK_20230116T111806.npy,muswellbrook/S5P_RPRO_L2__NO2____20210802.nc,2/08/2021,16.93619632
1874,muswellbrook,muswellbrook/S2A_MSIL2A_20200529T000251_N0500_R030_T56HKK_20230401T020205.npy,muswellbrook/S5P_OFFL_L2__NO2____20200529.nc,29/05/2020,20.6997955
1875,muswellbrook,muswellbrook/S2A_MSIL2A_20220529T000251_N0400_R030_T56HKK_20220529T030818.npy,muswellbrook/S5P_OFFL_L2__NO2____20220529.nc,29/05/2022,9.408997955
1876,muswellbrook,muswellbrook/S2A_MSIL2A_20190105T000241_N0500_R030_T56HKK_20221217T125516.npy,muswellbrook/S5P_OFFL_L2__NO2____20190105.nc,5/01/2019,9.408997955
1877,muswellbrook,muswellbrook/S2B_MSIL2A_20180714T000239_N0500_R030_T56HKK_20230712T203028.npy,muswellbrook/S5P_RPRO_L2__NO2____20180714.nc,14/07/2018,26.34519427
1878,muswellbrook,muswellbrook/S2A_MSIL2A_20230305T000221_N0509_R030_T56HKK_20230305T024055.npy,muswellbrook/S5P_OFFL_L2__NO2____20230305.nc,5/03/2023,15.05439673
1879,muswellbrook,muswellbrook/S2B_MSIL2A_20180624T000239_N0500_R030_T56HKK_20230803T094100.npy,muswellbrook/S5P_RPRO_L2__NO2____20180624.nc,24/06/2018,28.22699387
1880,muswellbrook,muswellbrook/S2A_MSIL2A_20190823T000241_N0500_R030_T56HKK_20230506T190511.npy,muswellbrook/S5P_RPRO_L2__NO2____20190823.nc,23/08/2019,35.75419223
1881,muswellbrook,muswellbrook/S2A_MSIL2A_20180917T000241_N0500_R030_T56HKK_20230707T051723.npy,muswellbrook/S5P_RPRO_L2__NO2____20180917.nc,17/09/2018,22.58159509
1882,muswellbrook,muswellbrook/S2A_MSIL2A_20200320T000241_N0500_R030_T56HKK_20230408T142035.npy,muswellbrook/S5P_OFFL_L2__NO2____20200320.nc,20/03/2020,15.05439673
1883,muswellbrook,muswellbrook/S2A_MSIL2A_20191121T000241_N0500_R030_T56HKK_20230611T234025.npy,muswellbrook/S5P_RPRO_L2__NO2____20191121.nc,21/11/2019,22.58159509
1884,muswellbrook,muswellbrook/S2B_MSIL2A_20191106T000239_N0500_R030_T56HKK_20230704T225531.npy,muswellbrook/S5P_RPRO_L2__NO2____20191106.nc,6/11/2019,16.93619632
1885,muswellbrook,muswellbrook/S2A_MSIL2A_20201115T000241_N0500_R030_T56HKK_20230303T170603.npy,muswellbrook/S5P_OFFL_L2__NO2____20201115.nc,15/11/2020,13.17259714
1886,muswellbrook,muswellbrook/S2A_MSIL2A_20230504T000221_N0509_R030_T56HKK_20230504T041857.npy,muswellbrook/S5P_OFFL_L2__NO2____20230504.nc,4/05/2023,24.46339468
1887,muswellbrook,muswellbrook/S2B_MSIL2A_20201210T000239_N0500_R030_T56HKK_20230225T113104.npy,muswellbrook/S5P_RPRO_L2__NO2____20201210.nc,10/12/2020,16.93619632
1888,muswellbrook,muswellbrook/S2A_MSIL2A_20190724T000251_N0500_R030_T56HKK_20221218T024617.npy,muswellbrook/S5P_RPRO_L2__NO2____20190724.nc,24/07/2019,16.93619632
1889,muswellbrook,muswellbrook/S2B_MSIL2A_20190331T000239_N0500_R030_T56HKK_20221122T152407.npy,muswellbrook/S5P_RPRO_L2__NO2____20190331.nc,31/03/2019,9.408997955
1890,muswellbrook,muswellbrook/S2B_MSIL2A_20190619T000249_N0500_R030_T56HKK_20230707T083046.npy,muswellbrook/S5P_RPRO_L2__NO2____20190619.nc,19/06/2019,28.22699387
1891,muswellbrook,muswellbrook/S2B_MSIL2A_20180803T000239_N0500_R030_T56HKK_20230719T214114.npy,muswellbrook/S5P_RPRO_L2__NO2____20180803.nc,3/08/2018,26.34519427
1892,muswellbrook,muswellbrook/S2B_MSIL2A_20210419T000239_N0500_R030_T56HKK_20230513T132818.npy,muswellbrook/S5P_OFFL_L2__NO2____20210419.nc,19/04/2021,16.93619632
1893,muswellbrook,muswellbrook/S2A_MSIL2A_20200916T000241_N0500_R030_T56HKK_20230313T210727.npy,muswellbrook/S5P_RPRO_L2__NO2____20200916.nc,16/09/2020,18.81799591
1894,muswellbrook,muswellbrook/S2B_MSIL2A_20230519T000229_N0509_R030_T56HKK_20230519T025302.npy,muswellbrook/S5P_OFFL_L2__NO2____20230519.nc,19/05/2023,16.93619632
1895,muswellbrook,muswellbrook/S2A_MSIL2A_20220419T000241_N0400_R030_T56HKK_20220419T021414.npy,muswellbrook/S5P_OFFL_L2__NO2____20220419.nc,19/04/2022,11.29079755
1896,muswellbrook,muswellbrook/S2A_MSIL2A_20190813T000241_N0500_R030_T56HKK_20230507T195156.npy,muswellbrook/S5P_RPRO_L2__NO2____20190813.nc,13/08/2019,22.58159509
1897,muswellbrook,muswellbrook/S2B_MSIL2A_20190311T000239_N0500_R030_T56HKK_20221120T055548.npy,muswellbrook/S5P_OFFL_L2__NO2____20190311.nc,11/03/2019,20.6997955
1898,muswellbrook,muswellbrook/S2B_MSIL2A_20190828T000249_N0500_R030_T56HKK_20230524T154136.npy,muswellbrook/S5P_OFFL_L2__NO2____20190828.nc,28/08/2019,30.10879346
1899,singleton,singleton/S2B_MSIL2A_20190719T000249_N0500_R030_T56HLK_20221217T050110.npy,singleton/S5P_OFFL_L2__NO2____20190719.nc,19/07/2019,24.46339468
1900,singleton,singleton/S2B_MSIL2A_20190530T000249_N0500_R030_T56HLK_20221211T145648.npy,singleton/S5P_OFFL_L2__NO2____20190530.nc,30/05/2019,13.17259714
1901,singleton,singleton/S2A_MSIL2A_20210514T000241_N0500_R030_T56HLK_20230208T180340.npy,singleton/S5P_OFFL_L2__NO2____20210514.nc,14/05/2021,16.93619632
1902,singleton,singleton/S2B_MSIL2A_20230509T000229_N0509_R030_T56HLK_20230509T012929.npy,singleton/S5P_OFFL_L2__NO2____20230509.nc,9/05/2023,18.81799591
1903,singleton,singleton/S2A_MSIL2A_20220419T000241_N0400_R030_T56HLK_20220419T021414.npy,singleton/S5P_OFFL_L2__NO2____20220419.nc,19/04/2022,7.527198364
1904,singleton,singleton/S2B_MSIL2A_20191106T000239_N0500_R030_T56HLK_20230704T225531.npy,singleton/S5P_OFFL_L2__NO2____20191106.nc,6/11/2019,20.6997955
1905,singleton,singleton/S2A_MSIL2A_20180917T000241_N0500_R030_T56HLK_20230707T051723.npy,singleton/S5P_RPRO_L2__NO2____20180917.nc,17/09/2018,13.17259714
1906,singleton,singleton/S2A_MSIL2A_20200110T000231_N0500_R030_T56HLK_20230427T182712.npy,singleton/S5P_RPRO_L2__NO2____20200110.nc,10/01/2020,13.17259714
1907,singleton,singleton/S2B_MSIL2A_20180515T000239_N0500_R030_T56HLK_20230812T064126.npy,singleton/S5P_RPRO_L2__NO2____20180515.nc,15/05/2018,22.58159509
1908,singleton,singleton/S2B_MSIL2A_20191027T000239_N0500_R030_T56HLK_20230704T192248.npy,singleton/S5P_RPRO_L2__NO2____20191027.nc,27/10/2019,11.29079755
1909,singleton,singleton/S2A_MSIL2A_20201115T000241_N0500_R030_T56HLK_20230303T170603.npy,singleton/S5P_OFFL_L2__NO2____20201115.nc,15/11/2020,9.408997955
1910,singleton,singleton/S2B_MSIL2A_20201011T000249_N0500_R030_T56HLK_20230307T171207.npy,singleton/S5P_OFFL_L2__NO2____20201011.nc,11/10/2020,7.527198364
1911,singleton,singleton/S2A_MSIL2A_20201125T000241_N0500_R030_T56HLK_20230304T053700.npy,singleton/S5P_OFFL_L2__NO2____20201125.nc,25/11/2020,3.763599182
1912,singleton,singleton/S2B_MSIL2A_20190331T000239_N0500_R030_T56HLK_20221122T152407.npy,singleton/S5P_RPRO_L2__NO2____20190331.nc,31/03/2019,7.527198364
1913,singleton,singleton/S2A_MSIL2A_20210414T000231_N0500_R030_T56HLK_20230514T025658.npy,singleton/S5P_RPRO_L2__NO2____20210414.nc,14/04/2021,18.81799591
1914,singleton,singleton/S2A_MSIL2A_20190425T000241_N0500_R030_T56HLK_20221101T182000.npy,singleton/S5P_RPRO_L2__NO2____20190425.nc,25/04/2019,11.29079755
1915,singleton,singleton/S2A_MSIL2A_20211210T000241_N0500_R030_T56HLK_20221229T161614.npy,singleton/S5P_OFFL_L2__NO2____20211210.nc,10/12/2021,5.645398773
1916,singleton,singleton/S2A_MSIL2A_20230504T000221_N0509_R030_T56HLK_20230504T041857.npy,singleton/S5P_OFFL_L2__NO2____20230504.nc,4/05/2023,15.05439673
1917,singleton,singleton/S2A_MSIL2A_20230524T000221_N0509_R030_T56HLK_20230524T034658.npy,singleton/S5P_OFFL_L2__NO2____20230524.nc,24/05/2023,24.46339468
1918,singleton,singleton/S2A_MSIL2A_20210713T000241_N0500_R030_T56HLK_20230123T060726.npy,singleton/S5P_OFFL_L2__NO2____20210713.nc,13/07/2021,18.81799591
1919,singleton,singleton/S2A_MSIL2A_20210713T000241_N0500_R030_T56HLK_20230123T060726.npy,singleton/S5P_RPRO_L2__NO2____20210713.nc,13/07/2021,18.81799591
1920,singleton,singleton/S2B_MSIL2A_20210419T000239_N0500_R030_T56HLK_20230513T132818.npy,singleton/S5P_RPRO_L2__NO2____20210419.nc,19/04/2021,11.29079755
1921,singleton,singleton/S2B_MSIL2A_20211006T000239_N0500_R030_T56HLK_20230111T150222.npy,singleton/S5P_OFFL_L2__NO2____20211006.nc,6/10/2021,20.6997955
1922,singleton,singleton/S2B_MSIL2A_20210429T000239_N0500_R030_T56HLK_20230511T204921.npy,singleton/S5P_RPRO_L2__NO2____20210429.nc,29/04/2021,5.645398773
1923,singleton,singleton/S2A_MSIL2A_20180927T000241_N0500_R030_T56HLK_20230710T030650.npy,singleton/S5P_RPRO_L2__NO2____20180927.nc,27/09/2018,11.29079755
1924,singleton,singleton/S2A_MSIL2A_20180927T000241_N0500_R030_T56HLK_20230710T030650.npy,singleton/S5P_OFFL_L2__NO2____20180927.nc,27/09/2018,11.29079755
1925,singleton,singleton/S2B_MSIL2A_20191216T000239_N0500_R030_T56HLK_20230607T232143.npy,singleton/S5P_RPRO_L2__NO2____20191216.nc,16/12/2019,9.408997955
1926,singleton,singleton/S2B_MSIL2A_20190729T000249_N0500_R030_T56HLK_20230510T123548.npy,singleton/S5P_OFFL_L2__NO2____20190729.nc,29/07/2019,18.81799591
1927,singleton,singleton/S2B_MSIL2A_20200105T000239_N0500_R030_T56HLK_20230421T144219.npy,singleton/S5P_OFFL_L2__NO2____20200105.nc,5/01/2020,1.881799591
1928,singleton,singleton/S2B_MSIL2A_20210906T000239_N0500_R030_T56HLK_20230118T212701.npy,singleton/S5P_RPRO_L2__NO2____20210906.nc,6/09/2021,13.17259714
1929,singleton,singleton/S2B_MSIL2A_20180714T000239_N0500_R030_T56HLK_20230712T203028.npy,singleton/S5P_RPRO_L2__NO2____20180714.nc,14/07/2018,30.10879346
1930,singleton,singleton/S2A_MSIL2A_20210424T000241_N0500_R030_T56HLK_20230512T054740.npy,singleton/S5P_RPRO_L2__NO2____20210424.nc,24/04/2021,16.93619632
1931,albion_park_south,albion_park_south/S2A_MSIL2A_20180917T000241_N0500_R030_T56HKG_20230707T051723.npy,albion_park_south/S5P_RPRO_L2__NO2____20180917.nc,17/09/2018,9.408997955
1932,albion_park_south,albion_park_south/S2A_MSIL2A_20200509T000241_N0500_R030_T56HKG_20230331T175931.npy,albion_park_south/S5P_RPRO_L2__NO2____20200509.nc,9/05/2020,3.763599182
1933,albion_park_south,albion_park_south/S2A_MSIL2A_20180520T000241_N0500_R030_T56HKG_20230913T075554.npy,albion_park_south/S5P_RPRO_L2__NO2____20180520.nc,20/05/2018,3.763599182
1934,albion_park_south,albion_park_south/S2A_MSIL2A_20180729T000241_N0500_R030_T56HKG_20230723T064652.npy,albion_park_south/S5P_RPRO_L2__NO2____20180729.nc,29/07/2018,3.763599182
1935,albion_park_south,albion_park_south/S2B_MSIL2A_20210728T000239_N0500_R030_T56HKG_20230123T125421.npy,albion_park_south/S5P_RPRO_L2__NO2____20210728.nc,28/07/2021,3.763599182
1936,albion_park_south,albion_park_south/S2B_MSIL2A_20190619T000249_N0500_R030_T56HKG_20230707T083046.npy,albion_park_south/S5P_OFFL_L2__NO2____20190619.nc,19/06/2019,7.527198364
1937,albion_park_south,albion_park_south/S2A_MSIL2A_20200320T000241_N0500_R030_T56HKG_20230408T142035.npy,albion_park_south/S5P_OFFL_L2__NO2____20200320.nc,20/03/2020,5.645398773
1938,albion_park_south,albion_park_south/S2A_MSIL2A_20210514T000241_N0500_R030_T56HKG_20230208T180340.npy,albion_park_south/S5P_RPRO_L2__NO2____20210514.nc,14/05/2021,0
1939,albion_park_south,albion_park_south/S2A_MSIL2A_20210315T000241_N0500_R030_T56HKG_20230529T024739.npy,albion_park_south/S5P_RPRO_L2__NO2____20210315.nc,15/03/2021,1.881799591
1940,albion_park_south,albion_park_south/S2A_MSIL2A_20210404T000241_N0500_R030_T56HKG_20230513T053403.npy,albion_park_south/S5P_OFFL_L2__NO2____20210404.nc,4/04/2021,15.05439673
1941,albion_park_south,albion_park_south/S2B_MSIL2A_20210906T000239_N0500_R030_T56HKG_20230118T212701.npy,albion_park_south/S5P_OFFL_L2__NO2____20210906.nc,6/09/2021,1.881799591
1942,albion_park_south,albion_park_south/S2A_MSIL2A_20191101T000241_N0500_R030_T56HKG_20230610T034411.npy,albion_park_south/S5P_RPRO_L2__NO2____20191101.nc,1/11/2019,13.17259714
1943,albion_park_south,albion_park_south/S2A_MSIL2A_20211230T000241_N0500_R030_T56HKG_20221227T173346.npy,albion_park_south/S5P_RPRO_L2__NO2____20211230.nc,30/12/2021,5.645398773
1944,albion_park_south,albion_park_south/S2A_MSIL2A_20211230T000241_N0500_R030_T56HKG_20221227T173346.npy,albion_park_south/S5P_OFFL_L2__NO2____20211230.nc,30/12/2021,5.645398773
1945,albion_park_south,albion_park_south/S2B_MSIL2A_20190719T000249_N0500_R030_T56HKG_20221217T050110.npy,albion_park_south/S5P_OFFL_L2__NO2____20190719.nc,19/07/2019,7.527198364
1946,albion_park_south,albion_park_south/S2B_MSIL2A_20180714T000239_N0500_R030_T56HKG_20230712T203028.npy,albion_park_south/S5P_RPRO_L2__NO2____20180714.nc,14/07/2018,5.645398773
1947,albion_park_south,albion_park_south/S2B_MSIL2A_20210807T000239_N0500_R030_T56HKG_20230116T231458.npy,albion_park_south/S5P_OFFL_L2__NO2____20210807.nc,7/08/2021,1.881799591
1948,albion_park_south,albion_park_south/S2A_MSIL2A_20190823T000241_N0500_R030_T56HKG_20230506T190511.npy,albion_park_south/S5P_OFFL_L2__NO2____20190823.nc,23/08/2019,11.29079755
1949,albion_park_south,albion_park_south/S2B_MSIL2A_20180803T000239_N0500_R030_T56HKG_20230719T214114.npy,albion_park_south/S5P_RPRO_L2__NO2____20180803.nc,3/08/2018,18.81799591
1950,albion_park_south,albion_park_south/S2A_MSIL2A_20191022T000241_N0500_R030_T56HKG_20230615T223717.npy,albion_park_south/S5P_RPRO_L2__NO2____20191022.nc,22/10/2019,9.408997955
1951,albion_park_south,albion_park_south/S2B_MSIL2A_20201021T000249_N0500_R030_T56HKG_20230327T014012.npy,albion_park_south/S5P_OFFL_L2__NO2____20201021.nc,21/10/2020,9.408997955
1952,albion_park_south,albion_park_south/S2A_MSIL2A_20201115T000241_N0500_R030_T56HKG_20230303T170603.npy,albion_park_south/S5P_RPRO_L2__NO2____20201115.nc,15/11/2020,13.17259714
1953,albion_park_south,albion_park_south/S2B_MSIL2A_20191106T000239_N0500_R030_T56HKG_20230704T225531.npy,albion_park_south/S5P_OFFL_L2__NO2____20191106.nc,6/11/2019,9.408997955
1954,albion_park_south,albion_park_south/S2B_MSIL2A_20180724T000239_N0500_R030_T56HKG_20230720T000359.npy,albion_park_south/S5P_OFFL_L2__NO2____20180724.nc,24/07/2018,15.05439673
1955,albion_park_south,albion_park_south/S2B_MSIL2A_20180724T000239_N0500_R030_T56HKG_20230720T000359.npy,albion_park_south/S5P_RPRO_L2__NO2____20180724.nc,24/07/2018,15.05439673
1956,albion_park_south,albion_park_south/S2B_MSIL2A_20180505T000239_N0500_R030_T56HKG_20230718T145427.npy,albion_park_south/S5P_RPRO_L2__NO2____20180505.nc,5/05/2018,11.29079755
1957,albion_park_south,albion_park_south/S2A_MSIL2A_20200916T000241_N0500_R030_T56HKG_20230313T210727.npy,albion_park_south/S5P_RPRO_L2__NO2____20200916.nc,16/09/2020,20.6997955
1958,albion_park_south,albion_park_south/S2B_MSIL2A_20230509T000229_N0509_R030_T56HKG_20230509T012929.npy,albion_park_south/S5P_OFFL_L2__NO2____20230509.nc,9/05/2023,5.645398773
1959,albion_park_south,albion_park_south/S2B_MSIL2A_20191027T000239_N0500_R030_T56HKG_20230704T192248.npy,albion_park_south/S5P_RPRO_L2__NO2____20191027.nc,27/10/2019,1.881799591
1960,kembla_grange,kembla_grange/S2A_MSIL2A_20180430T000241_N0500_R030_T56HKG_20230813T062250.npy,kembla_grange/S5P_RPRO_L2__NO2____20180430.nc,30/04/2018,7.527198364
1961,kembla_grange,kembla_grange/S2B_MSIL2A_20180624T000239_N0500_R030_T56HKG_20230803T094100.npy,kembla_grange/S5P_RPRO_L2__NO2____20180624.nc,24/06/2018,7.527198364
1962,kembla_grange,kembla_grange/S2A_MSIL2A_20190922T000241_N0500_R030_T56HKG_20230502T065057.npy,kembla_grange/S5P_OFFL_L2__NO2____20190922.nc,22/09/2019,5.645398773
1963,kembla_grange,kembla_grange/S2B_MSIL2A_20210728T000239_N0500_R030_T56HKG_20230123T125421.npy,kembla_grange/S5P_RPRO_L2__NO2____20210728.nc,28/07/2021,5.645398773
1964,kembla_grange,kembla_grange/S2B_MSIL2A_20210728T000239_N0500_R030_T56HKG_20230123T125421.npy,kembla_grange/S5P_OFFL_L2__NO2____20210728.nc,28/07/2021,5.645398773
1965,kembla_grange,kembla_grange/S2A_MSIL2A_20190525T000241_N0500_R030_T56HKG_20221211T040646.npy,kembla_grange/S5P_OFFL_L2__NO2____20190525.nc,25/05/2019,9.408997955
1966,kembla_grange,kembla_grange/S2A_MSIL2A_20200320T000241_N0500_R030_T56HKG_20230408T142035.npy,kembla_grange/S5P_RPRO_L2__NO2____20200320.nc,20/03/2020,11.29079755
1967,kembla_grange,kembla_grange/S2A_MSIL2A_20191201T000241_N0500_R030_T56HKG_20230613T020301.npy,kembla_grange/S5P_RPRO_L2__NO2____20191201.nc,1/12/2019,1.881799591
1968,kembla_grange,kembla_grange/S2B_MSIL2A_20210906T000239_N0500_R030_T56HKG_20230118T212701.npy,kembla_grange/S5P_OFFL_L2__NO2____20210906.nc,6/09/2021,1.881799591
1969,kembla_grange,kembla_grange/S2A_MSIL2A_20180818T000241_N0500_R030_T56HKG_20230628T134648.npy,kembla_grange/S5P_RPRO_L2__NO2____20180818.nc,18/08/2018,3.763599182
1970,kembla_grange,kembla_grange/S2B_MSIL2A_20190530T000249_N0500_R030_T56HKG_20221215T044421.npy,kembla_grange/S5P_RPRO_L2__NO2____20190530.nc,30/05/2019,1.881799591
1971,kembla_grange,kembla_grange/S2A_MSIL2A_20230504T000221_N0509_R030_T56HKG_20230504T041857.npy,kembla_grange/S5P_OFFL_L2__NO2____20230504.nc,4/05/2023,5.645398773
1972,kembla_grange,kembla_grange/S2B_MSIL2A_20190629T000249_N0500_R030_T56HKG_20230707T170010.npy,kembla_grange/S5P_RPRO_L2__NO2____20190629.nc,29/06/2019,15.05439673
1973,kembla_grange,kembla_grange/S2B_MSIL2A_20210807T000239_N0500_R030_T56HKG_20230116T231458.npy,kembla_grange/S5P_RPRO_L2__NO2____20210807.nc,7/08/2021,0
1974,kembla_grange,kembla_grange/S2A_MSIL2A_20190823T000241_N0500_R030_T56HKG_20230506T190511.npy,kembla_grange/S5P_OFFL_L2__NO2____20190823.nc,23/08/2019,13.17259714
1975,kembla_grange,kembla_grange/S2B_MSIL2A_20181201T000239_N0500_R030_T56HKG_20230622T053914.npy,kembla_grange/S5P_RPRO_L2__NO2____20181201.nc,1/12/2018,5.645398773
1976,kembla_grange,kembla_grange/S2B_MSIL2A_20200603T000239_N0500_R030_T56HKG_20230326T112817.npy,kembla_grange/S5P_RPRO_L2__NO2____20200603.nc,3/06/2020,3.763599182
1977,kembla_grange,kembla_grange/S2A_MSIL2A_20190714T000251_N0500_R030_T56HKG_20230625T030649.npy,kembla_grange/S5P_OFFL_L2__NO2____20190714.nc,14/07/2019,0
1978,kembla_grange,kembla_grange/S2A_MSIL2A_20201115T000241_N0500_R030_T56HKG_20230303T170603.npy,kembla_grange/S5P_OFFL_L2__NO2____20201115.nc,15/11/2020,5.645398773
1979,kembla_grange,kembla_grange/S2B_MSIL2A_20190331T000239_N0500_R030_T56HKG_20221122T152407.npy,kembla_grange/S5P_OFFL_L2__NO2____20190331.nc,31/03/2019,1.881799591
1980,kembla_grange,kembla_grange/S2A_MSIL2A_20210114T000241_N0500_R030_T56HKG_20230602T220411.npy,kembla_grange/S5P_RPRO_L2__NO2____20210114.nc,14/01/2021,7.527198364
1981,wollongong,wollongong/S2A_MSIL2A_20180430T000241_N0500_R030_T56HKG_20230813T062250.npy,wollongong/S5P_RPRO_L2__NO2____20180430.nc,30/04/2018,13.17259714
1982,wollongong,wollongong/S2A_MSIL2A_20210812T000241_N0500_R030_T56HKG_20230118T225444.npy,wollongong/S5P_OFFL_L2__NO2____20210812.nc,12/08/2021,9.408997955
1983,wollongong,wollongong/S2B_MSIL2A_20210419T000239_N0500_R030_T56HKG_20230513T132818.npy,wollongong/S5P_RPRO_L2__NO2____20210419.nc,19/04/2021,24.46339468
1984,wollongong,wollongong/S2A_MSIL2A_20180917T000241_N0500_R030_T56HKG_20230707T051723.npy,wollongong/S5P_RPRO_L2__NO2____20180917.nc,17/09/2018,15.05439673
1985,wollongong,wollongong/S2A_MSIL2A_20180520T000241_N0500_R030_T56HKG_20230913T075554.npy,wollongong/S5P_RPRO_L2__NO2____20180520.nc,20/05/2018,5.645398773
1986,wollongong,wollongong/S2A_MSIL2A_20220320T000241_N0400_R030_T56HKG_20220320T021130.npy,wollongong/S5P_OFFL_L2__NO2____20220320.nc,20/03/2022,1.881799591
1987,wollongong,wollongong/S2B_MSIL2A_20210906T000239_N0500_R030_T56HKG_20230118T212701.npy,wollongong/S5P_OFFL_L2__NO2____20210906.nc,6/09/2021,7.527198364
1988,wollongong,wollongong/S2A_MSIL2A_20210911T000241_N0500_R030_T56HKG_20230114T151656.npy,wollongong/S5P_RPRO_L2__NO2____20210911.nc,11/09/2021,3.763599182
1989,wollongong,wollongong/S2B_MSIL2A_20180515T000239_N0500_R030_T56HKG_20230811T050335.npy,wollongong/S5P_RPRO_L2__NO2____20180515.nc,15/05/2018,13.17259714
1990,wollongong,wollongong/S2B_MSIL2A_20190719T000249_N0500_R030_T56HKG_20221217T050110.npy,wollongong/S5P_RPRO_L2__NO2____20190719.nc,19/07/2019,9.408997955
1991,wollongong,wollongong/S2B_MSIL2A_20200603T000239_N0500_R030_T56HKG_20230326T112817.npy,wollongong/S5P_RPRO_L2__NO2____20200603.nc,3/06/2020,9.408997955
